id_produto,nome_produto,categoria,marca,preco,classificacao_media,qtd_avaliacoes,qtd_estoque,desconto_pct,destaque,peso_kg
P0276,GlowUp_Casa_Jardim #276,Casa_Jardim,GlowUp,57.96,4.6,490,688,15,0,10.81
P0277,StyleMax_Musica #277,Musica,StyleMax,13.88,3.3,368,711,15,0,0.26
P0278,UrbanStyle_Joias #278,Joias,UrbanStyle,76.87,4.2,285,563,0,0,1.29
P0279,WellBeing_Saude #279,Saude,WellBeing,63.97,4.3,139,930,5,0,1.1
P0280,ReadMore_Saude #280,Saude,ReadMore,23.11,3.9,399,32,0,0,0.54
P0281,FitGear_Material_Escritorio #281,Material_Escritorio,FitGear,20.35,2.7,333,45,0,0,1.4
P0282,HomeEssentials_Esportes #282,Esportes,HomeEssentials,53.92,2.3,215,932,0,0,0.84
P0283,AutoParts_Saude #283,Saude,AutoParts,35.25,3.5,232,22,10,0,0.41
P0284,ReadMore_Esportes #284,Esportes,ReadMore,42.91,3.8,473,962,20,0,0.27
P0285,ReadMore_Material_Escritorio #285,Material_Escritorio,ReadMore,9.7,4.9,126,558,0,0,1.52
P0286,ReadMore_Saude #286,Saude,ReadMore,39.05,5.0,37,630,30,0,0.45
P0287,PlayTime_Joias #287,Joias,PlayTime,78.58,4.3,384,440,0,0,0.58
P0288,AutoParts_Software #288,Software,AutoParts,92.7,3.9,112,632,0,0,0.43
P0289,SoundWave_Casa_Jardim #289,Casa_Jardim,SoundWave,55.16,3.9,438,204,0,0,0.44
P0290,EcoLiving_Eletronicos #290,Eletronicos,EcoLiving,195.01,3.9,298,104,0,0,0.84
P0291,UrbanStyle_Roupas #291,Roupas,UrbanStyle,48.72,3.2,285,132,0,0,0.28
P0292,EcoLiving_Esportes #292,Esportes,EcoLiving,63.42,5.0,121,168,15,0,0.71
P0293,PetLife_Saude #293,Saude,PetLife,14.24,3.5,419,853,0,0,1.73
P0294,EcoLiving_Pet_Shop #294,Pet_Shop,EcoLiving,29.24,4.1,384,442,0,0,1.79
P0295,PlayTime_Casa_Jardim #295,Casa_Jardim,PlayTime,25.71,4.0,419,123,0,1,0.59
P0296,FitGear_Software #296,Software,FitGear,41.59,1.9,267,250,0,0,0.47
P0297,FreshMarket_Software #297,Software,FreshMarket,68.92,3.2,121,695,0,0,3.2
P0298,FreshMarket_Saude #298,Saude,FreshMarket,98.5,4.3,285,364,40,0,1.46
P0299,WellBeing_Casa_Jardim #299,Casa_Jardim,WellBeing,36.53,4.8,304,827,0,0,1.63
P0300,NovaTech_Pet_Shop #300,Pet_Shop,NovaTech,16.5,3.9,97,20,50,0,3.42
P0301,PetLife_Automotivo #301,Automotivo,PetLife,34.47,4.3,496,22,0,0,2.78
P0302,ClassicCo_Esportes #302,Esportes,ClassicCo,34.82,2.9,206,775,0,0,2.36
P0303,UrbanStyle_Pet_Shop #303,Pet_Shop,UrbanStyle,78.62,4.0,57,744,5,0,0.17
P0304,HomeEssentials_Eletronicos #304,Eletronicos,HomeEssentials,90.37,3.1,382,89,0,0,0.55
P0305,PureBrand_Esportes #305,Esportes,PureBrand,10.56,4.4,323,683,0,1,0.25
P0306,GlowUp_Roupas #306,Roupas,GlowUp,69.94,4.0,30,207,0,0,3.76
P0307,FitGear_Saude #307,Saude,FitGear,53.78,5.0,183,543,0,0,0.69
P0308,StyleMax_Saude #308,Saude,StyleMax,35.87,3.8,50,739,0,0,0.46
P0309,NovaTech_Software #309,Software,NovaTech,53.32,2.7,193,79,0,1,1.33
P0310,ReadMore_Alimentos #310,Alimentos,ReadMore,17.78,4.1,26,995,5,0,1.83
P0311,PetLife_Software #311,Software,PetLife,74.85,3.6,30,907,0,1,1.57
P0312,PlayTime_Esportes #312,Esportes,PlayTime,30.0,4.6,408,307,0,0,1.0
P0313,FreshMarket_Casa_Jardim #313,Casa_Jardim,FreshMarket,32.11,3.2,140,908,0,1,3.24
P0314,PetLife_Software #314,Software,PetLife,30.25,4.8,366,536,10,0,0.7
P0315,ReadMore_Roupas #315,Roupas,ReadMore,30.61,2.7,427,341,0,0,0.22
P0316,WorkSmart_Joias #316,Joias,WorkSmart,129.3,5.0,342,873,0,0,0.66
P0317,SoundWave_Esportes #317,Esportes,SoundWave,84.74,2.9,29,336,0,0,0.63
P0318,WellBeing_Esportes #318,Esportes,WellBeing,42.13,3.2,410,428,0,0,1.86
P0319,SoundWave_Eletronicos #319,Eletronicos,SoundWave,230.34,4.5,153,547,0,0,2.49
P0320,PureBrand_Livros #320,Livros,PureBrand,14.32,5.0,337,214,10,0,0.46
P0321,ClassicCo_Casa_Jardim #321,Casa_Jardim,ClassicCo,39.52,3.9,493,875,50,0,0.12
P0322,FitGear_Alimentos #322,Alimentos,FitGear,7.73,2.7,27,865,5,0,7.06
P0323,PlayTime_Beleza #323,Beleza,PlayTime,31.0,1.9,72,932,5,0,1.2
P0324,StyleMax_Esportes #324,Esportes,StyleMax,73.0,4.8,417,867,30,1,0.13
P0325,WellBeing_Eletronicos #325,Eletronicos,WellBeing,245.37,5.0,381,249,0,0,0.19
P0326,ShineOn_Joias #326,Joias,ShineOn,81.4,4.9,470,583,0,0,1.24
P0327,ShineOn_Roupas #327,Roupas,ShineOn,90.34,4.1,497,556,0,0,0.59
P0328,StyleMax_Casa_Jardim #328,Casa_Jardim,StyleMax,131.08,3.4,35,803,0,0,3.43
P0329,EcoLiving_Software #329,Software,EcoLiving,23.5,4.2,444,364,0,1,0.59
P0330,FitGear_Joias #330,Joias,FitGear,49.73,4.1,99,532,0,0,0.92
P0331,ClassicCo_Saude #331,Saude,ClassicCo,16.95,5.0,427,218,0,0,0.54
P0332,GlowUp_Roupas #332,Roupas,GlowUp,70.64,4.4,315,524,0,0,0.87
P0333,DigiTools_Esportes #333,Esportes,DigiTools,43.44,4.5,498,2,0,0,1.06
P0334,HomeEssentials_Esportes #334,Esportes,HomeEssentials,51.48,3.9,490,14,5,0,3.8
P0335,GlowUp_Roupas #335,Roupas,GlowUp,60.84,3.2,136,293,0,0,1.35
P0336,PlayTime_Esportes #336,Esportes,PlayTime,49.71,3.8,260,702,0,0,1.08
P0337,WellBeing_Alimentos #337,Alimentos,WellBeing,8.7,1.9,480,328,0,0,2.1
P0338,WellBeing_Livros #338,Livros,WellBeing,8.66,3.8,388,686,0,0,3.7
P0339,WellBeing_Material_Escritorio #339,Material_Escritorio,WellBeing,17.78,4.0,270,654,0,0,0.26
P0340,DigiTools_Material_Escritorio #340,Material_Escritorio,DigiTools,29.85,3.4,357,298,20,0,0.51
P0341,PureBrand_Esportes #341,Esportes,PureBrand,21.48,4.1,53,643,0,0,1.23
P0342,TechPro_Pet_Shop #342,Pet_Shop,TechPro,19.59,4.7,362,409,5,0,1.0
P0343,WellBeing_Material_Escritorio #343,Material_Escritorio,WellBeing,7.6,3.9,432,978,0,0,0.54
P0344,PureBrand_Software #344,Software,PureBrand,79.26,3.9,218,18,25,0,0.14
P0345,TechPro_Brinquedos #345,Brinquedos,TechPro,10.87,3.5,65,663,0,0,0.75
P0346,UrbanStyle_Saude #346,Saude,UrbanStyle,15.67,3.6,49,827,40,0,1.45
P0347,DigiTools_Automotivo #347,Automotivo,DigiTools,121.39,5.0,88,153,0,0,4.22
P0348,UrbanStyle_Eletronicos #348,Eletronicos,UrbanStyle,144.85,3.4,292,977,0,0,1.03
P0349,FreshMarket_Brinquedos #349,Brinquedos,FreshMarket,10.08,3.3,0,589,0,0,1.01
P0350,ShineOn_Brinquedos #350,Brinquedos,ShineOn,32.57,4.6,499,565,0,0,0.46
P0351,WellBeing_Alimentos #351,Alimentos,WellBeing,12.69,3.2,188,165,0,0,1.0
P0352,WorkSmart_Joias #352,Joias,WorkSmart,237.32,4.7,245,596,0,0,0.61
P0353,DigiTools_Roupas #353,Roupas,DigiTools,24.38,3.1,208,153,0,0,1.76
P0354,PetLife_Saude #354,Saude,PetLife,21.32,3.8,345,403,0,0,1.58
P0355,PureBrand_Livros #355,Livros,PureBrand,10.33,4.5,129,927,0,0,4.11
P0356,UrbanStyle_Alimentos #356,Alimentos,UrbanStyle,19.58,2.8,432,233,0,0,1.33
P0357,UrbanStyle_Alimentos #357,Alimentos,UrbanStyle,4.46,4.4,410,178,40,0,1.72
P0358,PetLife_Musica #358,Musica,PetLife,14.96,4.5,379,6,0,0,0.25
P0359,GlowUp_Alimentos #359,Alimentos,GlowUp,13.52,3.6,440,477,0,0,1.4
P0360,ShineOn_Material_Escritorio #360,Material_Escritorio,ShineOn,35.77,4.8,380,733,5,0,2.09
P0361,FitGear_Pet_Shop #361,Pet_Shop,FitGear,16.01,3.7,147,907,0,0,1.12
P0362,ReadMore_Esportes #362,Esportes,ReadMore,56.84,3.9,337,105,40,0,0.96
P0363,PureBrand_Casa_Jardim #363,Casa_Jardim,PureBrand,43.06,4.4,259,606,0,0,0.84
P0364,GlowUp_Livros #364,Livros,GlowUp,7.96,4.8,342,161,40,0,5.19
P0365,FitGear_Saude #365,Saude,FitGear,32.5,1.5,470,459,0,0,0.2
P0366,WellBeing_Material_Escritorio #366,Material_Escritorio,WellBeing,17.07,2.1,38,262,0,0,3.51
P0367,HomeEssentials_Brinquedos #367,Brinquedos,HomeEssentials,31.58,2.8,90,335,0,0,1.5
P0368,ClassicCo_Brinquedos #368,Brinquedos,ClassicCo,65.77,4.5,473,519,25,0,0.61
P0369,ClassicCo_Eletronicos #369,Eletronicos,ClassicCo,244.42,4.2,109,125,0,0,1.71
P0370,PetLife_Casa_Jardim #370,Casa_Jardim,PetLife,58.76,2.5,244,871,0,0,1.51
P0371,WorkSmart_Eletronicos #371,Eletronicos,WorkSmart,258.06,5.0,188,858,40,0,0.37
P0372,AutoParts_Livros #372,Livros,AutoParts,10.15,4.3,414,257,50,0,2.89
P0373,TechPro_Alimentos #373,Alimentos,TechPro,17.43,3.6,120,802,40,0,1.23
P0374,FreshMarket_Musica #374,Musica,FreshMarket,12.66,4.2,77,652,0,0,0.46
P0375,PetLife_Saude #375,Saude,PetLife,40.25,3.6,18,918,5,0,4.68
P0376,ShineOn_Automotivo #376,Automotivo,ShineOn,69.92,4.9,155,756,5,0,1.84
P0377,FreshMarket_Joias #377,Joias,FreshMarket,76.89,5.0,449,774,50,0,1.48
P0378,DigiTools_Automotivo #378,Automotivo,DigiTools,173.18,5.0,423,509,0,0,2.84
P0379,WorkSmart_Livros #379,Livros,WorkSmart,9.36,4.2,26,490,0,0,1.03
P0380,AutoParts_Saude #380,Saude,AutoParts,43.47,3.9,488,227,0,0,2.38
P0381,PetLife_Joias #381,Joias,PetLife,70.8,4.8,182,193,0,1,2.24
P0382,PureBrand_Esportes #382,Esportes,PureBrand,76.46,5.0,67,534,0,0,0.58
P0383,PureBrand_Casa_Jardim #383,Casa_Jardim,PureBrand,30.26,3.6,47,881,0,1,0.86
P0384,PetLife_Material_Escritorio #384,Material_Escritorio,PetLife,16.5,5.0,145,500,0,0,0.63
P0385,HomeEssentials_Automotivo #385,Automotivo,HomeEssentials,49.24,3.4,173,204,50,0,4.05
P0386,GlowUp_Saude #386,Saude,GlowUp,75.01,3.4,318,586,0,0,0.23
P0387,FitGear_Casa_Jardim #387,Casa_Jardim,FitGear,111.57,4.3,54,468,0,1,1.43
P0388,ClassicCo_Esportes #388,Esportes,ClassicCo,34.25,3.2,255,247,0,0,3.94
P0389,UrbanStyle_Automotivo #389,Automotivo,UrbanStyle,43.92,2.3,55,658,0,0,0.3
P0390,GlowUp_Alimentos #390,Alimentos,GlowUp,9.37,3.6,310,341,0,0,1.07
P0391,HomeEssentials_Esportes #391,Esportes,HomeEssentials,73.11,5.0,320,848,0,0,3.37
P0392,WorkSmart_Material_Escritorio #392,Material_Escritorio,WorkSmart,22.62,2.3,343,810,0,0,0.7
P0393,PureBrand_Beleza #393,Beleza,PureBrand,24.26,4.5,221,843,0,0,1.16
P0394,TechPro_Beleza #394,Beleza,TechPro,52.06,3.8,211,923,40,1,0.81
P0395,PlayTime_Automotivo #395,Automotivo,PlayTime,93.82,3.4,136,364,0,0,0.39
P0396,HomeEssentials_Esportes #396,Esportes,HomeEssentials,32.21,3.1,463,735,0,0,0.69
P0397,ShineOn_Alimentos #397,Alimentos,ShineOn,4.2,3.9,477,121,0,0,0.53
P0398,ClassicCo_Livros #398,Livros,ClassicCo,41.59,3.6,51,726,0,0,0.21
P0399,ReadMore_Roupas #399,Roupas,ReadMore,38.63,4.3,485,489,0,0,4.25
P0400,FreshMarket_Saude #400,Saude,FreshMarket,10.57,5.0,276,350,0,0,1.56
P0401,PlayTime_Automotivo #401,Automotivo,PlayTime,92.42,4.2,306,872,0,0,0.68
P0402,HomeEssentials_Brinquedos #402,Brinquedos,HomeEssentials,10.77,3.3,337,364,5,0,0.62
P0403,PetLife_Material_Escritorio #403,Material_Escritorio,PetLife,37.76,4.1,101,289,0,0,0.66
P0404,ReadMore_Pet_Shop #404,Pet_Shop,ReadMore,45.79,3.3,470,645,0,0,0.47
P0405,PureBrand_Pet_Shop #405,Pet_Shop,PureBrand,22.16,3.4,465,538,0,0,0.68
P0406,PlayTime_Pet_Shop #406,Pet_Shop,PlayTime,14.32,3.3,204,783,0,0,0.4
P0407,FreshMarket_Joias #407,Joias,FreshMarket,114.41,4.8,183,157,0,0,2.02
P0408,SoundWave_Saude #408,Saude,SoundWave,63.98,4.7,449,991,0,0,0.16
P0409,NovaTech_Casa_Jardim #409,Casa_Jardim,NovaTech,56.88,3.9,242,743,0,0,1.22
P0410,HomeEssentials_Brinquedos #410,Brinquedos,HomeEssentials,20.66,2.6,135,336,0,1,0.41
P0411,FitGear_Saude #411,Saude,FitGear,24.03,3.1,368,606,0,0,2.49
P0412,PureBrand_Alimentos #412,Alimentos,PureBrand,10.07,3.8,8,3,0,0,0.84
P0413,TechPro_Beleza #413,Beleza,TechPro,27.69,4.7,370,739,0,0,1.43
P0414,FitGear_Alimentos #414,Alimentos,FitGear,9.36,1.4,329,50,30,0,0.54
P0415,UrbanStyle_Livros #415,Livros,UrbanStyle,9.22,4.0,229,289,0,0,3.67
P0416,NovaTech_Eletronicos #416,Eletronicos,NovaTech,456.5,4.5,275,803,0,0,0.29
P0417,DigiTools_Saude #417,Saude,DigiTools,30.97,4.4,269,676,0,0,0.51
P0418,PetLife_Musica #418,Musica,PetLife,13.79,4.4,121,533,0,0,0.37
P0419,HomeEssentials_Alimentos #419,Alimentos,HomeEssentials,13.22,4.7,486,170,5,0,0.93
P0420,HomeEssentials_Material_Escritorio #420,Material_Escritorio,HomeEssentials,22.53,3.6,250,755,0,0,1.09
P0421,TechPro_Musica #421,Musica,TechPro,17.43,4.4,247,419,0,1,0.28
P0422,FitGear_Automotivo #422,Automotivo,FitGear,45.24,2.3,304,653,40,0,0.35
P0423,UrbanStyle_Livros #423,Livros,UrbanStyle,14.93,3.4,353,841,0,0,0.33
P0424,PlayTime_Brinquedos #424,Brinquedos,PlayTime,26.88,4.1,234,994,0,0,0.23
P0425,ReadMore_Casa_Jardim #425,Casa_Jardim,ReadMore,70.45,3.6,106,511,0,0,0.5
P0426,FitGear_Brinquedos #426,Brinquedos,FitGear,28.53,3.0,205,607,15,0,5.68
P0427,AutoParts_Alimentos #427,Alimentos,AutoParts,13.17,3.3,309,899,50,0,1.15
P0428,WorkSmart_Esportes #428,Esportes,WorkSmart,29.24,4.3,123,457,0,0,0.52
P0429,ClassicCo_Pet_Shop #429,Pet_Shop,ClassicCo,89.05,3.9,89,817,0,0,0.76
P0430,UrbanStyle_Software #430,Software,UrbanStyle,62.73,4.0,74,748,0,1,0.21
P0431,PetLife_Alimentos #431,Alimentos,PetLife,17.54,4.1,183,527,0,0,0.22
P0432,PureBrand_Beleza #432,Beleza,PureBrand,40.71,4.0,390,972,0,0,0.42
P0433,NovaTech_Brinquedos #433,Brinquedos,NovaTech,23.54,5.0,224,340,0,0,0.28
P0434,StyleMax_Eletronicos #434,Eletronicos,StyleMax,121.28,4.9,153,956,5,0,2.36
P0435,TechPro_Automotivo #435,Automotivo,TechPro,71.68,4.3,335,747,0,0,6.63
P0436,HomeEssentials_Esportes #436,Esportes,HomeEssentials,30.96,3.6,395,563,25,0,2.37
P0437,WorkSmart_Alimentos #437,Alimentos,WorkSmart,5.61,4.9,40,750,0,0,0.45
P0438,AutoParts_Saude #438,Saude,AutoParts,99.34,5.0,470,275,0,0,1.01
P0439,ReadMore_Automotivo #439,Automotivo,ReadMore,120.07,2.8,50,519,0,1,1.67
P0440,SoundWave_Material_Escritorio #440,Material_Escritorio,SoundWave,21.02,3.7,361,718,30,0,1.49
P0441,WorkSmart_Pet_Shop #441,Pet_Shop,WorkSmart,25.83,3.7,26,137,0,0,4.44
P0442,HomeEssentials_Roupas #442,Roupas,HomeEssentials,60.97,3.2,150,988,10,0,0.3
P0443,EcoLiving_Software #443,Software,EcoLiving,46.86,3.4,190,319,0,0,1.16
P0444,DigiTools_Material_Escritorio #444,Material_Escritorio,DigiTools,14.64,3.5,98,746,0,0,0.95
P0445,ClassicCo_Livros #445,Livros,ClassicCo,29.5,4.7,100,478,15,0,0.71
P0446,PureBrand_Eletronicos #446,Eletronicos,PureBrand,125.82,2.9,181,867,0,0,0.21
P0447,HomeEssentials_Automotivo #447,Automotivo,HomeEssentials,143.85,4.2,384,943,50,0,0.23
P0448,FitGear_Material_Escritorio #448,Material_Escritorio,FitGear,20.13,3.2,245,110,0,0,3.63
P0449,PlayTime_Automotivo #449,Automotivo,PlayTime,90.2,5.0,412,773,0,0,2.35
P0450,NovaTech_Eletronicos #450,Eletronicos,NovaTech,166.55,4.1,404,570,0,0,0.32
P0451,WorkSmart_Livros #451,Livros,WorkSmart,8.38,4.6,122,777,0,1,0.16
P0452,NovaTech_Saude #452,Saude,NovaTech,24.01,3.9,223,897,0,0,1.03
P0453,FitGear_Software #453,Software,FitGear,57.64,2.7,307,204,0,0,0.92
P0454,PlayTime_Material_Escritorio #454,Material_Escritorio,PlayTime,12.83,3.4,138,850,50,0,0.2
P0455,ReadMore_Pet_Shop #455,Pet_Shop,ReadMore,16.14,5.0,244,155,0,1,7.81
P0456,FreshMarket_Musica #456,Musica,FreshMarket,25.57,4.3,148,315,0,0,3.46
P0457,UrbanStyle_Livros #457,Livros,UrbanStyle,18.2,5.0,100,972,0,0,0.34
P0458,PlayTime_Brinquedos #458,Brinquedos,PlayTime,12.92,5.0,36,195,0,0,3.71
P0459,ClassicCo_Software #459,Software,ClassicCo,89.35,3.5,318,287,5,0,1.26
P0460,FitGear_Saude #460,Saude,FitGear,65.37,3.0,240,773,40,0,2.06
P0461,TechPro_Livros #461,Livros,TechPro,13.06,4.7,368,655,0,0,0.43
P0462,PetLife_Livros #462,Livros,PetLife,6.31,4.6,33,823,0,0,1.86
P0463,NovaTech_Livros #463,Livros,NovaTech,7.37,3.8,418,753,0,0,9.22
P0464,GlowUp_Beleza #464,Beleza,GlowUp,22.42,2.6,478,237,20,0,3.26
P0465,EcoLiving_Eletronicos #465,Eletronicos,EcoLiving,359.8,3.6,151,522,0,0,2.09
P0466,NovaTech_Roupas #466,Roupas,NovaTech,48.14,3.9,487,59,0,0,0.16
P0467,GlowUp_Roupas #467,Roupas,GlowUp,24.25,4.4,77,74,0,0,2.35
P0468,HomeEssentials_Software #468,Software,HomeEssentials,103.12,3.2,265,784,0,1,1.58
P0469,ShineOn_Roupas #469,Roupas,ShineOn,43.66,4.6,465,335,0,1,0.44
P0470,DigiTools_Joias #470,Joias,DigiTools,133.8,4.6,215,493,0,0,0.72
P0471,AutoParts_Software #471,Software,AutoParts,42.43,4.5,465,931,0,0,0.92
P0472,ShineOn_Esportes #472,Esportes,ShineOn,19.03,4.2,101,699,0,1,1.71
P0473,FitGear_Joias #473,Joias,FitGear,37.11,2.1,142,557,0,0,0.24
P0474,PlayTime_Saude #474,Saude,PlayTime,22.9,4.1,321,551,0,0,1.05
P0475,HomeEssentials_Saude #475,Saude,HomeEssentials,40.58,3.5,28,950,0,0,4.71
P0476,WellBeing_Musica #476,Musica,WellBeing,22.22,4.3,119,363,0,0,1.71
P0477,PetLife_Beleza #477,Beleza,PetLife,75.78,2.7,354,161,25,0,0.34
P0478,UrbanStyle_Esportes #478,Esportes,UrbanStyle,49.3,2.2,66,923,30,1,1.31
P0479,TechPro_Pet_Shop #479,Pet_Shop,TechPro,23.73,4.3,182,68,0,0,1.62
P0480,EcoLiving_Material_Escritorio #480,Material_Escritorio,EcoLiving,12.26,3.1,278,851,0,0,0.13
P0481,UrbanStyle_Alimentos #481,Alimentos,UrbanStyle,18.91,2.1,379,659,0,0,1.36
P0482,EcoLiving_Joias #482,Joias,EcoLiving,185.33,3.2,260,192,0,0,1.02
P0483,SoundWave_Software #483,Software,SoundWave,36.43,3.7,35,278,0,0,0.21
P0484,DigiTools_Casa_Jardim #484,Casa_Jardim,DigiTools,56.36,4.9,295,399,0,0,6.78
P0485,ShineOn_Eletronicos #485,Eletronicos,ShineOn,237.57,4.0,229,571,0,0,1.36
P0486,FitGear_Pet_Shop #486,Pet_Shop,FitGear,16.65,3.3,197,506,0,0,0.81
P0487,WellBeing_Eletronicos #487,Eletronicos,WellBeing,82.06,3.8,166,366,0,0,0.42
P0488,GlowUp_Saude #488,Saude,GlowUp,37.48,4.4,408,546,20,0,1.12
P0489,ShineOn_Beleza #489,Beleza,ShineOn,39.88,4.2,321,249,0,0,1.52
P0490,UrbanStyle_Eletronicos #490,Eletronicos,UrbanStyle,125.15,4.6,17,1,0,0,3.78
P0491,NovaTech_Joias #491,Joias,NovaTech,89.06,5.0,354,88,0,1,0.89
P0492,SoundWave_Musica #492,Musica,SoundWave,50.4,4.0,145,340,0,0,0.26
P0493,PetLife_Saude #493,Saude,PetLife,60.63,4.6,474,552,0,0,0.92
P0494,FitGear_Saude #494,Saude,FitGear,44.94,2.1,225,111,0,1,0.92
P0495,GlowUp_Esportes #495,Esportes,GlowUp,38.15,3.9,173,53,0,0,5.16
P0496,ReadMore_Alimentos #496,Alimentos,ReadMore,16.42,2.7,61,767,50,0,1.34
P0497,DigiTools_Roupas #497,Roupas,DigiTools,19.79,3.3,64,718,0,1,1.47
P0498,AutoParts_Eletronicos #498,Eletronicos,AutoParts,189.77,3.6,370,486,0,0,0.58
P0499,PlayTime_Material_Escritorio #499,Material_Escritorio,PlayTime,15.36,3.8,480,262,0,0,1.42
P0500,PetLife_Esportes #500,Esportes,PetLife,72.6,3.5,198,624,0,0,0.43
P0501,ClassicCo_Material_Escritorio #501,Material_Escritorio,ClassicCo,6.71,3.5,285,141,15,0,1.18
P0502,FreshMarket_Material_Escritorio #502,Material_Escritorio,FreshMarket,70.02,4.5,477,10,0,0,2.21
P0503,WorkSmart_Eletronicos #503,Eletronicos,WorkSmart,160.02,4.1,466,830,40,0,0.99
P0504,FreshMarket_Software #504,Software,FreshMarket,111.84,3.9,344,764,0,0,3.01
P0505,GlowUp_Joias #505,Joias,GlowUp,129.19,4.0,415,901,20,0,4.02
P0506,AutoParts_Eletronicos #506,Eletronicos,AutoParts,234.75,3.8,258,827,50,0,3.11
P0507,StyleMax_Pet_Shop #507,Pet_Shop,StyleMax,28.12,4.6,245,126,5,0,1.06
P0508,StyleMax_Casa_Jardim #508,Casa_Jardim,StyleMax,62.24,3.9,219,57,0,0,0.39
P0509,PlayTime_Alimentos #509,Alimentos,PlayTime,9.41,5.0,44,951,50,0,0.37
P0510,EcoLiving_Alimentos #510,Alimentos,EcoLiving,14.8,4.2,303,883,0,0,1.72
P0511,WellBeing_Casa_Jardim #511,Casa_Jardim,WellBeing,54.19,4.6,149,469,15,0,1.31
P0512,AutoParts_Alimentos #512,Alimentos,AutoParts,15.76,3.5,358,565,0,0,0.94
P0513,StyleMax_Alimentos #513,Alimentos,StyleMax,14.73,4.2,349,119,0,0,0.59
P0514,StyleMax_Esportes #514,Esportes,StyleMax,40.9,4.6,161,217,5,0,1.01
P0515,PureBrand_Automotivo #515,Automotivo,PureBrand,62.15,4.2,367,369,50,0,0.25
P0516,WellBeing_Livros #516,Livros,WellBeing,17.14,3.5,86,233,50,0,0.53
P0517,ShineOn_Musica #517,Musica,ShineOn,22.21,4.7,125,549,0,0,0.82
P0518,PlayTime_Joias #518,Joias,PlayTime,70.27,5.0,341,386,0,0,2.02
P0519,EcoLiving_Livros #519,Livros,EcoLiving,9.06,2.6,320,262,0,0,2.65
P0520,EcoLiving_Brinquedos #520,Brinquedos,EcoLiving,28.38,3.4,438,235,0,0,0.14
P0521,StyleMax_Pet_Shop #521,Pet_Shop,StyleMax,29.83,3.8,51,780,0,0,0.2
P0522,WellBeing_Brinquedos #522,Brinquedos,WellBeing,26.49,3.5,351,645,0,0,2.04
P0523,WorkSmart_Alimentos #523,Alimentos,WorkSmart,11.45,3.8,106,117,0,0,1.11
P0524,UrbanStyle_Pet_Shop #524,Pet_Shop,UrbanStyle,37.18,3.0,171,757,0,0,1.87
P0525,FreshMarket_Eletronicos #525,Eletronicos,FreshMarket,122.97,4.7,61,884,0,0,0.54
P0526,FitGear_Alimentos #526,Alimentos,FitGear,7.89,3.8,156,254,0,0,0.57
P0527,SoundWave_Joias #527,Joias,SoundWave,67.58,4.2,101,417,0,0,0.48
P0528,PlayTime_Material_Escritorio #528,Material_Escritorio,PlayTime,18.87,3.6,260,109,0,0,0.07
P0529,AutoParts_Material_Escritorio #529,Material_Escritorio,AutoParts,14.56,3.2,82,976,0,0,0.33
P0530,FitGear_Saude #530,Saude,FitGear,25.75,3.3,289,721,0,0,0.34
P0531,GlowUp_Eletronicos #531,Eletronicos,GlowUp,314.68,5.0,359,447,15,0,0.4
P0532,NovaTech_Joias #532,Joias,NovaTech,86.36,3.2,199,86,0,0,0.38
P0533,DigiTools_Saude #533,Saude,DigiTools,52.27,3.7,457,16,0,0,0.4
P0534,PlayTime_Alimentos #534,Alimentos,PlayTime,12.03,2.4,64,456,10,0,0.79
P0535,SoundWave_Material_Escritorio #535,Material_Escritorio,SoundWave,14.01,4.2,483,390,30,0,1.73
P0536,WellBeing_Joias #536,Joias,WellBeing,156.56,4.7,299,430,10,0,0.06
P0537,WorkSmart_Brinquedos #537,Brinquedos,WorkSmart,20.43,2.4,195,394,30,0,0.39
P0538,ReadMore_Musica #538,Musica,ReadMore,21.32,3.2,14,951,50,0,0.41
P0539,ClassicCo_Roupas #539,Roupas,ClassicCo,64.98,3.4,429,358,0,0,0.22
P0540,TechPro_Livros #540,Livros,TechPro,13.65,3.5,471,411,25,0,3.03
P0541,HomeEssentials_Musica #541,Musica,HomeEssentials,15.86,4.2,45,752,30,0,0.33
P0542,AutoParts_Pet_Shop #542,Pet_Shop,AutoParts,16.89,3.8,132,349,0,0,1.51
P0543,WellBeing_Musica #543,Musica,WellBeing,18.96,3.8,284,585,0,0,0.45
P0544,PetLife_Casa_Jardim #544,Casa_Jardim,PetLife,40.89,2.7,167,731,0,0,3.54
P0545,UrbanStyle_Software #545,Software,UrbanStyle,43.51,3.8,302,905,20,0,0.43
P0546,PureBrand_Esportes #546,Esportes,PureBrand,41.75,4.6,294,31,0,0,0.4
P0547,DigiTools_Automotivo #547,Automotivo,DigiTools,60.14,4.1,205,625,0,0,0.83
P0548,PureBrand_Roupas #548,Roupas,PureBrand,51.28,2.4,364,530,0,0,4.47
P0549,WellBeing_Eletronicos #549,Eletronicos,WellBeing,353.24,5.0,11,584,10,0,1.63
P0550,ClassicCo_Beleza #550,Beleza,ClassicCo,44.18,4.9,315,983,0,0,0.51
P0551,StyleMax_Automotivo #551,Automotivo,StyleMax,30.22,4.3,165,271,0,0,1.19
P0552,PetLife_Esportes #552,Esportes,PetLife,50.92,4.7,110,820,30,0,0.56
P0553,TechPro_Joias #553,Joias,TechPro,272.31,4.4,2,661,0,0,4.39
P0554,EcoLiving_Livros #554,Livros,EcoLiving,15.67,4.3,14,416,0,0,2.17
